amfi_code,CAGR_1Y,CAGR_3Y,CAGR_5Y,Sharpe_Ratio,Alpha,Beta,Max_Drawdown,expense_ratio_pct,ReturnRank,SharpeRank,AlphaRank,ExpenseRank,DrawdownRank,FundScore
120505,0.29604659337893646,0.317775371512347,0.2837676208804263,1.1801011976606492,0.2926358334175106,0.000549004250631731,-0.18188513572116294,1.36,0.9,0.9,0.95,0.65,0.625,84.5
119094,0.22261065131342206,0.35111802096428524,0.24445308534360555,0.9982309868636414,0.2607666908004223,-0.0662654286280376,-0.20960883862039192,1.38,1.0,0.75,0.8,0.6,0.7,80.75
100033,0.5323239623092084,0.32442459421956116,0.260740682788986,1.0936987435346308,0.2719535450128533,0.005103525830528313,-0.16217208574644848,1.38,0.925,0.85,0.875,0.6,0.5,80.5
148567,0.20360678307711866,0.3400091602163293,0.2679927700697151,1.4482911703262602,0.2698375144191807,0.023683558075848616,-0.11265729075028275,1.46,0.975,1.0,0.85,0.45,0.2,80.0
120843,0.26657081760850154,0.2958277033726251,0.2674249401072899,1.3067439695428407,0.27330465038306057,-0.02282956979242654,-0.1297396816518679,1.45,0.85,0.975,0.9,0.475,0.325,78.25
120504,0.13064279264417977,0.3248742855621496,0.20234028033314222,1.0265242847993001,0.2119482701352573,0.016232169761417024,-0.12588275606922517,0.8,0.95,0.775,0.7,0.725,0.3,75.75
119598,0.8277605861507404,0.2666992200118774,0.28033223731546975,0.9453082575156094,0.3033696538698332,-0.02319606204405971,-0.2870600572176455,1.43,0.725,0.675,1.0,0.5,0.9,75.125
149324,0.6513871892998797,0.27000426614519246,0.2791743018490922,0.9497958246616032,0.3005787817097677,0.011455159960520695,-0.31171900300634214,1.52,0.775,0.7,0.975,0.3625,0.925,74.9375
148569,0.3975176148971702,0.2917890157839378,0.2762985997578453,1.2349300257743299,0.2827036785246582,0.01813388408385925,-0.1639674294693263,1.6,0.825,0.95,0.925,0.1125,0.525,73.9375
119551,0.6043734071403091,0.3045652442030289,0.22384873172214603,1.208266567372718,0.23201007160635082,-0.03175144113890976,-0.1501238549864533,1.54,0.875,0.925,0.775,0.2625,0.425,73.0625
118632,0.339810484550213,0.22652359830098634,0.2088111809083788,1.0816591793457044,0.21829397904608644,-0.008353832126962014,-0.17414075086657232,1.51,0.675,0.825,0.75,0.4125,0.575,67.8125
149323,0.21481222193726257,0.268699908289022,0.256118065778393,1.1321218524747247,0.26598577542043045,-0.002523004664699212,-0.17248105753451382,1.61,0.75,0.875,0.825,0.075,0.55,67.5
101206,0.4792412023860102,0.2896769452874166,0.20442729550832484,1.0272133278753697,0.21399784776051212,0.02108631625012804,-0.11291596329323073,1.6,0.8,0.8,0.725,0.1125,0.225,62.4375
118633,0.25539980483954094,0.2108997654925684,0.14188358083768593,0.6452074382933216,0.15643835948169668,-0.03663900671860934,-0.18629743138595511,0.72,0.65,0.5,0.475,0.8875,0.65,61.3125
119552,0.05706100044974027,0.16267372294624916,0.18713118910689763,0.9532794968660105,0.1986859936686296,-0.02615930751351341,-0.11803493502764295,0.66,0.45,0.725,0.65,0.925,0.275,61.25
125497,0.2867535802656873,0.18434488610520172,0.16555918956858906,0.7757902498211209,0.17729754927531766,0.048820404259577385,-0.15200013055606398,0.92,0.55,0.575,0.625,0.675,0.45,58.0
120506,0.4181904829701364,0.1842199653744454,0.1488859671244569,0.6488787755249532,0.1625385327998104,0.04189646272811975,-0.1982565826298267,1.41,0.525,0.525,0.525,0.55,0.675,54.375
118635,0.22493224932249345,0.20008208380471482,0.13914386506748544,0.664856998549062,0.1513635464823924,-0.001433521389780139,-0.1165062450540909,0.89,0.6,0.55,0.45,0.7,0.25,53.75
119093,0.197667410165155,0.20816771175535864,0.06917406025598449,0.1296144979566933,0.08232801295222093,0.02588321244009315,-0.21751396370148224,0.75,0.625,0.3,0.325,0.825,0.775,52.875
148568,0.14269394138778924,0.14748035533586012,0.1956595954624316,0.9262873467360146,0.20873010086942337,-0.02638771994384303,-0.1527259422823477,1.52,0.425,0.65,0.675,0.3625,0.475,52.6875
102887,0.135831349444816,0.25556187904126526,0.146781096489218,0.6195175900829829,0.16211256794033255,0.016682689437770806,-0.21539827112383225,1.64,0.7,0.475,0.5,0.0375,0.75,50.9375
120503,0.08489081269294418,0.13978381933703043,0.16355566129520227,0.7979728586052847,0.17703302365844073,-0.0402689523698206,-0.13897862823061635,1.42,0.4,0.6,0.6,0.525,0.35,50.375
102885,0.20207703983094838,0.1966726206830185,0.1587882255741997,0.8170993373494371,0.17048756803412696,-0.019486785689474536,-0.1085986215250232,1.57,0.575,0.625,0.55,0.175,0.175,48.25
125498,0.15443720834451846,0.11245222866621418,0.09880199138430035,0.3006119210425479,0.11989100971217971,0.009054412621739139,-0.21117279560132118,0.78,0.375,0.35,0.375,0.775,0.725,46.375
118634,0.15811221971300937,0.08007927728656083,0.14274127320122987,0.44843400890899143,0.1750072167561127,0.10349663691337589,-0.2334488614483311,1.53,0.35,0.375,0.575,0.3125,0.8,44.0625
149322,0.1811115252275146,0.18044206486636138,0.11695026862847113,0.4640374492204777,0.13173190226099432,-0.004050271130006511,-0.14844576917771746,1.54,0.5,0.4,0.425,0.2625,0.4,41.4375
120841,0.16837098075385626,0.1726727508371786,0.1181544242649819,0.4942725378672354,0.13042924450705445,0.0363563990221998,-0.1757361416468729,1.59,0.475,0.425,0.4,0.15,0.6,41.125
120507,0.0742505077613469,0.07394286300360076,0.06341690270358713,0.49572339295331147,0.06746210411099539,-0.0004440926329707226,-0.0009773140045925555,0.74,0.3,0.45,0.25,0.85,0.025,38.25
120842,0.2250195657587366,0.07756003551327284,0.05873842419478348,0.07599984804658912,0.0780443887615508,0.018056874208118162,-0.24003511326274884,1.56,0.325,0.275,0.3,0.2,0.825,33.875
119599,0.1394780335518997,-0.01337386614488112,0.01805621440370042,-0.05718662582818005,0.048824215945539845,0.06200180438267164,-0.5257422117012851,0.72,0.075,0.225,0.125,0.8875,1.0,33.6875
120844,0.07120323042122512,0.06695971624586994,0.060604313665645115,-0.08874729621557495,0.06455677495375998,-0.0004007442394784006,-0.0011629327956168556,0.6,0.275,0.175,0.225,0.95,0.05,31.875
101207,-0.23986031710270628,-0.04152381044854481,0.0695333570223926,0.16266076928646758,0.10897091901704538,-0.06528924788351526,-0.3544691649336603,1.53,0.05,0.325,0.35,0.3125,0.95,30.8125
118636,0.10454939683040276,0.040622050237771434,0.046639279794601585,-0.3566295075143679,0.05074772999976104,0.0012566742731558475,-0.08316361763638702,0.55,0.2,0.075,0.15,1.0,0.15,27.375
119095,-0.427976145588544,-0.11705806723995271,0.013376247776951455,-0.07597357117478937,0.04801595363775955,-0.06695117463929198,-0.5167775370852656,1.38,0.025,0.2,0.1,0.6,0.975,26.5
119120,0.055219955107626895,0.05840358798463097,0.051644356698553606,-0.2265753866279158,0.05620895216638369,-0.006413850728276476,-0.04328728923970093,0.77,0.225,0.1,0.175,0.8,0.125,26.0
101208,0.0723664530138024,0.06315784491375509,0.05705734207350055,-0.8155673679088286,0.060861457957871144,0.00026670968338238335,-0.0016224980244717857,0.79,0.25,0.025,0.2,0.75,0.075,24.125
100025,0.03704968580461343,0.039163899571040384,0.03912652604315703,-0.5670947928476847,0.042817920315060876,0.0011582183155281417,-0.04308263824636349,0.56,0.175,0.05,0.075,0.975,0.1,23.625
102886,-0.16797480944407306,-0.007674063178547241,0.010303498015576507,-0.20583160785470306,0.02896939786637944,-0.04212502902189429,-0.2800112356639287,1.51,0.1,0.125,0.025,0.4125,0.875,21.5625
100016,-0.02224270997710287,0.01292649342495622,0.023168434686413164,-0.20151706755966933,0.03747580763443281,-0.05826843143880891,-0.24734440880673303,1.55,0.15,0.15,0.05,0.225,0.85,21.125
